title,authors,journal,year,doi,pmid,source_query
"Inhalant Mediated Allergy: Immunobiology, Clinical Manifestations and Diagnosis.","Lam K, Au E, Ip WK, Tam JK, Leung PSC.",,2025,10.1007/s12016-025-09053-2,40234356,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Taurine Intake, Plasma Taurine Concentration, and Dementia Risk: Findings From the Malmö Diet and Cancer Study.","Zhang N, Borné Y, Hagberg E, Palmqvist S, Glans I, Ottosson F, Samuelsson J, Nägga K, Hansson O, Duarte JMN, Sonestedt E.",,2025,10.1111/jnc.70298,41250277,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Fermented distiller's grains improve broiler immunity and antioxidant capacity by modulating cecal microbiota and cecal/plasma metabolomes.,"Mei S, He G, Chen Z, Yang C, Wu X, Zhu M, Xu D, Wang K, Wang C, Zhu E, Zhou B, Chen C.",,2025,10.1186/s12866-025-04397-3,41126025,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Synaptic and intrinsic plasticity mediated by CCK-type signaling coordinates behavioral changes during motivational state shifts.,"Zhang G, Ding XY, Romanova EV, Liu CP, Barry MA, Doda A, Chen QX, Reaver C, Jin QC, Rubakhin SS, Li F, Jin YF, Kan YS, Liu YL, Guo SQ, Xue YY, Mei YS, Fu P, Xu JP, Mao RT, Liu CY, Zhang YC, Zhang YL, Chang JH, Wu SQ, Wang HY, Liu WJ, Chen P, Zhou Z, Zhou HB, Yu Q, Checco JW, Sweedler JV, Cropper EC, Jing J.",,2025,10.1016/j.celrep.2025.116049,40700018,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Impacts of coffee parchment on growth, immunity, and gut microbiota of Nile tilapia (Oreochromis niloticus) in biofloc system.","Van Doan H, Uttarotai T, Wannavijit S, Ninyamasiri P, Tayamath K, Quynh TTD, Srinual O, Chaiyaso T, Khamtavee P, Tapingkae W.",,2025,10.1038/s41598-025-03109-1,40645959,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Serotonin selectively modulates visual responses of object motion detectors in &lt;i&gt;Drosophila&lt;/i&gt;.,"Bertsch DJ, Palacios Castillo LM, Frye MA.",,2025,10.1152/jn.00154.2025,40828628,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Glucose-dependent insulinotropic polypeptide stimulates post-absorptive lipid secretion in the intestine.,"Wang R, Khan MSA, Mukherjee K, Ghanem M, Xiao C.",,2025,10.3389/fphys.2025.1549392,40255636,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Chronic dimethomorph exposure induced behaviors abnormalities and cognitive performance alterations in adult zebrafish (&lt;i&gt;Danio rerio&lt;/i&gt;).,"Wong HI, Audira G, Chen HC, Feng WW, Suryanto ME, Saputra F, Kurnia KA, Casuga FP, Hsiao CD, Hung CH.",,2025,10.1016/j.toxrep.2025.101977,40166733,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
A single-cell atlas of the bobtail squid visual and nervous system highlights molecular principles of convergent evolution.,"Gavriouchkina D, Tan Y, Parey E, Ziadi-Künzli F, Hasegawa Y, Piovani L, Zhang L, Sugimoto C, Luscombe N, Marlétaz F, Rokhsar DS.",,2025,10.1038/s41559-025-02720-9,40481147,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Cord Blood Appetite Hormones and Early-Life Growth and Childhood Adiposity in the ENVIRONAGE Cohort.,"De Ruyter T, Michels N, Alfano R, Vineis P, Frost G, De Henauw S, Plusquin M, Martens DS, Nawrot TS.",,2025,10.1001/jamanetworkopen.2025.42140,41196593,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Two unreported lecanoric acid derivatives isolated from Chaetomium globosum KM651986 and their anti-diabetic effect.,"Hussein RA, AbouZeid EM, Saleh DO, Jaleel GAA, El Aty AAA, Morita H, El-Beih AA.",,2025,10.1038/s41598-025-05875-4,40603345,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Effect of Dietary <i>Lactobacillus plantarum</i> Supplementation on the Growth Performance, Intestinal Health, Antioxidant Capacity, and mTOR Signaling Pathway of Juvenile Coho Salmon (<i>Oncorhynchus kisutch</i>).","Zhang Q, Li L, Qin R, Meng L, Liu D, Tong T, Xu L, Liu Y, Kong W.",,2025,10.3390/ijms26030907,39940676,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Gamma-Aminobutyric Acid (GABA) as a Dietary Strategy for Enhancing Temperature Stress Resilience in Aquaculture Species.,"Ogun AO, Moniruzzaman M, Jeon H, Kim H, Aulia D, Hur J, Yoon S, Lee S, Min T, Lee S.",,2025,10.3390/ijms262010233,41155524,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Interactions between exercise, environmental factors, and diet in modulating appetite-regulating hormones: implications for athletes and physically active individuals.","Tanwar E, Kalpana K.",,2025,10.4082/kjfm.24.0312,40441886,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Aboral cell types of &lt;i&gt;Clytia&lt;/i&gt; and coral larvae have shared features and link taurine to the regulation of settlement.,"Ramon-Mateu J, Ferraioli A, Teixidó N, Domart-Coulon I, Houliston E, Copley RR.",,2025,10.1126/sciadv.adv1159,40378222,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Impact of Metabolic Surgery on Obesity Outcomes and Framingham Risk Score in Iranian Diabetic Patients: A Short- and Long-Term Follow-Up Study.,"Zaman F, Farhangiyan Z, Alamdari M, Moradi L, Ashrafi A.",,2025,10.7759/cureus.91245,41030739,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Gut Microbiota and Short-Chain Fatty Acids: Key Factors in Pediatric Obesity and Therapeutic Targets.,"Pînzariu AC, Leonte SM, Trofin AG, Trandafir LM, Moscalu M, Manole LM, Moscalu R, Lazăr CI, Confederat LG, Vlăsceanu VI, Soroceanu RP, Timofte DV, Şerban DN, Şerban IL.",,2025,10.3390/ijms262311503,41373658,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Potential of growth factors and steroid hormones from cell cultures to improve &lt;i&gt;in vitro&lt;/i&gt; fertilization in bovine.,"Mulyati S, Rantam FA, Khairullah AR, Mustofa I, Akintunde AO, Ahmad RZ, Handayani UF, Khalisa AT, Anggraini L, Pratama BP, Latifah L, Wardhani BWK, Kurniasih DAA, Wibowo S.",,2025,10.5455/ovj.2025.v15.i9.4,41200299,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Polymer Micelles as Nanocarriers of Bioactive Peptides.,"Petrov PD, Davidova S, Satchanska G.",,2025,10.3390/polym17091174,40362958,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
The role of Atp2a2-mediated calcium imbalance and endoplasmic reticulum stress in hydrocortisone-induced neurotoxicity.,"Kong W, Jiang P, Miao X, Sang B, Hu S, Feng L.",,2025,10.1016/j.cstres.2025.100112,40972936,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Advancements in insulin delivery: the potential of natural polymers for improved diabetes management.,"Ghazwani M, Hani U, Kyada A, Ballal S, Issa BS, Abosaoda MK, Singh A, Sabarivani A, Ray S.",,2025,10.3389/fbioe.2025.1566743,40352348,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Genome Annotation of Molting-Related Protein-Coding Genes in &lt;i&gt;Propsilocerus akamusi&lt;/i&gt; Reveals Transcriptomic Responses to Heavy Metal Contamination.,"Liu W, Zhou A, Shao Z, Nie J, Yan C, Gao S, Wang Y.",,2025,10.3390/insects16060636,40559067,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Effects of proton pump inhibitor (PPI) use on migraine - a critical review.,"Tischler-Strasser V, Burdiladze I, Cabral G, Ekizoglu E, Grodzka O, Pardo K, Sochan P, Zaunandra L, MaassenVanDenBrink A, Lampl C, European Headache Federation School of Advanced Studies (EHF-SAS).",,2025,10.1186/s10194-025-01954-z,39885408,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Inwardly rectifying potassium channels: Critical insights for insect species and Apis mellifera.,"Sourisseau F, Doupnik CA, Charnet P, Chahine M.",,2025,10.1080/19336950.2025.2529250,40641062,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Gut Microbiota in Women with Eating Disorders: A New Frontier in Pathophysiology and Treatment.,"Marano G, Rossi S, Sfratta G, Acanfora M, Anesini MB, Traversi G, Lisci FM, Rinaldi L, Pola R, Gasbarrini A, Sani G, Gaetani E, Mazza M.",,2025,10.3390/nu17142316,40732941,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Gonadal miRNomes and transcriptomes in infected fish reveal sexually dimorphic patterns of the immune response.,"van Gelderen TA, Debnath P, Joly S, Bertomeu E, Duncan N, Furones D, Ribas L.",,2025,10.1007/s10142-025-01537-w,39883212,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Using Gut Microbiota Modulation as a Precision Strategy Against Obesity.,"Baek KR, Singh S, Hwang HS, Seo SO.",,2025,10.3390/ijms26136282,40650060,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Comparative toxicotranscriptomics of longterm cypermethrin exposure to aquacultured fish Labeo catla (Catla).,"Das BK, Ganguly S, Adhikari A, Raut SS, Pradhan SP, Nag SK, Kumari K, Kumar V.",,2025,10.1038/s41598-025-86513-x,40108230,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Interaction of tissue inhibitor of metalloproteinase 3 gene polymorphism, blood cadmium and total urinary arsenic levels on clear cell renal cell carcinoma.","Huang CY, Chen MC, Wu CY, Lin YC, Huang YL, Shiue HS, Pu YS, Hsueh YM.",,2025,10.1038/s41598-025-94807-3,40133536,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Sucrose reduction with maintained sweetness level lowers glycemic fluctuations and energy intake in healthy males.,"Gaider M, Kimmeswenger I, Schmidt J, Thines C, Wu A, Stoffl TK, Rust P, Ley JP, Krammer GE, Somoza V, Lieder B.",,2025,10.3389/fnut.2025.1682297,41256921,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Modulation of satiety hormones by Bacteroides thetaiotaomicron, Bacteroides fragilis and their derivatives.","Vaezijoze S, Irani S, Siadat SD, Zali M.",,2025,10.1186/s13568-025-01852-2,40044987,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Degenerated vision, altered lipid metabolism, and expanded chemoreceptor repertoires enable Lindaspio polybranchiata to thrive in deep-sea cold seeps.","Yan Y, Seim I, Guo Y, Chi X, Zhong Z, Wang D, Li M, Wang H, Zhang H, Wang M, Li C.",,2025,10.1186/s12915-025-02112-2,39806408,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Molecular and Morphological Circuitry of the Octopus Sucker Ganglion.,"Olson CS, Moorjani A, Ragsdale CW.",,2025,10.1002/cne.70055,40293445,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Evaluation of Biological Properties and Beneficial Effects for a Sustainable and Conscious Exploitation of <i>Achatina fulica</i> Snails.,"Alogna A, Liboni A, Rizzo R.",,2025,10.3390/biology14020190,40001958,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Antimicrobial Peptides for Skin Wound Healing.,"Wu Y, Liu T, Jin L, Wang C, Zhang D.",,2025,10.3390/biom15111613,41301531,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
The psychedelic-peptide paradox: a hormetic hypothesis.,Carter CS.,,2025,10.1016/j.cpnec.2025.100303,40584160,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Paraben exposures and satiety hormones in preschool children: an ENVIRONAGE study.,"Reimann B, De Ruyter T, Sleurs H, Rasking L, Verheyen L, Giesberts N, Pirard C, Charlier C, Frost G, Vineis P, De Henauw S, Michels N, Nawrot TS, Plusquin M.",,2025,10.1016/j.envres.2025.122300,40617576,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Multicolumn Two-Dimensional Liquid Chromatography Screening Platform for Stereopeptidomics and Application to Antimicrobial Peptide Polyene and Lipopeptide.,"Knappe C, Jaag SJ, Dema T, Jaufmann R, Buckenmaier S, Gross H, Grond S, Lämmerhofer M.",,2025,10.1021/acs.analchem.5c02658,40551708,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Gut-brain axis as a bridge in obesity and depression: Mechanistic exploration and therapeutic prospects.,"Fang RY, Pan XR, Zeng XX, Li ZZ, Chen BF, Zeng HM, Peng J.",,2025,10.5498/wjp.v15.i1.101134,39831021,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
miRNome Characterization of Milk-Derived Extracellular Vesicles in Recombinant Somatotropin-Treated Dairy Cows.,"Benedetto A, Giaccio N, Arigoni M, Calogero RA, Regal P, Lamas A, Martucci F, Audino V, Dervilly G, Pezzolato M, Bozzetta E.",,2025,10.3390/ijms26062437,40141081,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
The Role of Diet and Hormones on Taste: Low Carb Compared With Low Fat Study Findings.,"Jaime-Lara RB, Franks AT, Nawal N, Steck MC, Chao AM, Allen C, Brooks BE, Atkinson M, Courville AB, Guo J, Yang S, Marzouk M, Darcey VL, Chung S, Forde CG, Hall KD, Joseph PV.",,2025,10.1016/j.cdnut.2025.107467,40606290,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Coordinated Transcriptomic and Epigenetic Approach Reveals Molecular Features Underlying Natural Mating Ability in Captive Male Giant Pandas.,"Yan Z, Lei Y, Zhao P, Zhang D, Shen J, Zhang G, Wei R, Zhang M, Liu D.",,2025,10.1002/ece3.72283,41089893,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Genome sequences of four Ixodes species expands understanding of tick evolution.,"Cerqueira de Araujo A, Noel B, Bretaudeau A, Labadie K, Boudet M, Tadrent N, Istace B, Kritli S, Cruaud C, Olaso R, Deleuze JF, Voordouw MJ, Hervet C, Plantard O, Zamoto-Niikura A, Chertemps T, Maïbèche M, Hilliou F, Le Goff G, Chmelař J, Mazák V, Jmel MA, Kotsyfakis M, Medina JM, Hackenberg M, Šimo L, Koutroumpa FA, Wincker P, Kopáček P, Perner J, Aury JM, Rispe C.",,2025,10.1186/s12915-025-02121-1,39838418,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Effects of a palmitoleic acid concentrated oil on C-reactive protein levels in adults: A randomized, double-blind placebo-controlled clinical trial.","Bridges MD, Vennam SS, Davis T, Wilcox ML, Maki KC, Shea J, Truesdale K, Lajoie D, Fabry V, Kohlmeier M, Shi Q, Hursting SD, Voruganti VS, Shaikh SR.",,2025,10.1016/j.ajcnut.2025.05.032,40456315,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Carotenoids Improve Obesity and Fatty Liver Disease via Gut Microbiota: A Narrative Review.,"Hashemi D, Fard MV, Mohammadhasani K, Barati M, Nattagh-Eshtivani E.",,2025,10.1002/fsn3.70092,40071130,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
&lt;i&gt;ChPDIA3&lt;/i&gt; targeted by miR-126-x and miR-21-y responds to &lt;i&gt;Vibrio harveyi&lt;/i&gt; infection in &lt;i&gt;Crassostrea hongkongensis&lt;/i&gt;.,"Hou Y, Zhang F, Liu X, Huang D, Li Z.",,2025,10.3389/fcimb.2025.1533154,40028181,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
