title,authors,journal,year,doi,pmid,source_query
Transcriptome-Wide Identification of Neuropeptides and Neuropeptide Receptors in the Twenty-Eight-Spotted Ladybird &lt;i&gt;Henosepilachna vigintioctopunctata&lt;/i&gt;.,"Lei Q, Wang Z, Yao S, Lin A, Zhang Y, Sun C, Liu X, Du M, Liu X, An S.",,2025,10.3390/insects16060624,40559054,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Dual function of a zinc finger transcription factor PvBr-C in Penaeus vannamei.,"Shi Z, Ruan L, Chen X, Yang Z, Huang Z, Huang C, Shi H.",,2025,10.1016/j.fsi.2025.110581,40701450,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Decoding Stress Responses in Farmed Crustaceans: Comparative Insights for Sustainable Aquaculture Management.,"Hapsari F, Suprayudi MA, Akiyama DM, Ekasari J, Norouzitallab P, Baruah K.",,2025,10.3390/biology14080920,40906089,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
FMRFamide-like peptides (FaLPs) - an overview of diverse physiological roles in insects and other arthropods.,"Chowański S, Lubawy J, Pacholska-Bogalska J, Ragionieri L, Urbański A, Szymczak-Cendlak M, Walkowiak-Nowicka K, Marciniak P.",,2025,10.7150/ijbs.106382,40303311,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Gonadal Development and Its Influencing Factors in the Red Swamp Crayfish (&lt;i&gt;Procambarus clarkii&lt;/i&gt;): A Review.,"Wang Y, Xu D, Guo C, Zhang T, Liu J, Li W.",,2025,10.3390/biology14091138,41007284,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Transcriptional and Translational Analysis of the Expression of CHH, MIH, and GIH in PmLyO-Sf9 Cell Line Towards Developing a Novel In Vitro Model for Shrimp Endocrinology.","Gopika VS, Muneer A, Limmy TP, Sukumaran V, Anoop BS, Puthumana J, Singh ISB.",,2025,10.1007/s10126-025-10505-1,40828336,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
The Effects of Eyestalk Ablation on the Androgenic Gland and the Male Reproductive Organs in the Kuruma Prawn &lt;i&gt;Marsupenaeus japonicus&lt;/i&gt;.,"Furukawa T, Yamane F, Okumura T, Miyazaki T, Tsutsui N.",,2025,10.3390/ani15243556,41463841,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Unlocking the Neuropeptidome using a Novel Endogenous Peptidomics Framework,"Fields L, Wu W, Dang TC, Ibarra AE, Gray M, Li L.",,2025,10.1101/2025.06.12.659356,,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Eyestalk transcriptome analysis reveals sexually dimorphic host-parasite interactions: divergent molecular strategies of &lt;i&gt;Polyascus&lt;/i&gt; sp. for reproductive and growth regulation in &lt;i&gt;Eriocheir sinensis&lt;/i&gt;.,"Xie J, Ying C, Tang Z, Yang Y, Liu K.",,2025,10.7717/peerj.20089,41081105,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Identification and Functional Analysis of a Key Gene in the CHH Gene Family for Glucose Metabolism in the Pacific White Shrimp &lt;i&gt;Litopenaeus vannamei&lt;/i&gt;.,"Zhang C, Zhang X, Si S, Sun M, Li A, Yuan J, Li F.",,2025,10.3390/ijms26104612,40429756,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
From Genes to Fisheries: A Synthesis of Current Research in Crustacean Biology and Management.,"Duan Y, Auerswald L, Meng X.",,2025,10.3390/biology14060677,40563928,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"&lt;i&gt;Rhodotorula mucilaginosa&lt;/i&gt; Supplementation Could Significantly Affect the Growth Performance, Digestive Enzyme Activity, Antioxidant Capacity, Immune Function, and Intestinal Health in Red Claw Crayfish (&lt;i&gt;Cherax quadricarinatus&lt;/i&gt;).","Zhang Q, Liang Y, Li J, Li L, Meng L, Zeng Q, Wang D, Wang R, Tong T, Liu Y, Yang H.",,2025,10.3390/biology14091164,41007308,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Ion transport peptide regulates body water balance via a receptor guanylyl cyclase in the  <i>Drosophila</i>  hindgut,"Watanabe A, Koyama T, Kubrak O, Texada MJ, Furumitsu M, Iwakoshi-Ukena E, Maxson R, Yoshii T, Kondo S, Yamanaka N, Ukena K, Rewitz K, Niwa R, Okamoto N.",,2025,10.1101/2025.10.24.684309,,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
A Male-Biased Ion Transport Peptide-Like Gene Regulates Sex Dimorphic Growth in Litopenaeus vannamei.,"Sun X, Chen Y, Du Y, Yang X, Liu C, Bai S, Hu J, Bao Z, Qu Z.",,2025,10.1007/s10126-025-10485-2,40650783,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
A heart releasing neuropeptide that synchronizes brain-heart regulation during courtship behavior,"Li H, Cheng S, Niu Y, Diao T, Zhang Q, Zhang W.",,2025,10.1101/2025.03.31.646145,,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
cNPDB: A comprehensive empirical crustacean neuropeptide database,"Tran VNH, Duong TU, Fields L, Tourlouskis K, Beaver M, Li L.",,2025,10.1101/2025.07.29.667494,,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Dietary Supplementation with &lt;i&gt;Rhodotorula mucilaginosa&lt;/i&gt; Enhances Resistance to &lt;i&gt;Aeromonas veronii&lt;/i&gt; Infection in Red Claw Crayfish (&lt;i&gt;Cherax quadricarinatus&lt;/i&gt;).,"Zhang Q, Meng L, Lu H, Li L, Zeng Q, Wang D, Wang R, Tong T, Liu Y, Yang H.",,2025,10.3390/ani15131912,40646810,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Comparative Transcriptomics Provides Insight into the Neuroendocrine Regulation of Spawning in the Black-Lip Rock Oyster (&lt;i&gt;Saccostrea echinata&lt;/i&gt;).,"Zafar MA, Suwansa-Ard S, Mellor A, Wingfield M, Reiher K, Elizur A, Cummins SF.",,2025,10.3390/ijms262010032,41155324,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Impact of Tributyltin (TBT) on Energy Metabolism and Redox Homeostasis in Blue Crab &lt;i&gt;Callinectes sapidus&lt;/i&gt;.,"Simões LAR, Normann RS, Drosdowski D, Selau B, de Amaral M, da Rosa Araujo AS, Vinagre AS.",,2025,10.3390/metabo15040253,40278382,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Two cGMP-dependent protein kinases have opposing effects on molt-inhibiting hormone regulation of Y-organ ecdysteroidogenesis.,"Head TB, Pérez-Moreno JL, Ventura T, Durica DS, Mykles DL.",,2025,10.1242/jeb.249739,39850985,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Peptidergic Modulation of the Lobster Cardiac System Has Opposing Action on Neurons and Muscles.,"Petropoulos IS, Jordan AE, Dickinson PS, Powell DJ.",,2025,10.1093/iob/obaf002,39944058,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Sex reversal induced by 17β-estradiol may be achieved by regulating the neuroendocrine system of the Pacific white shrimp Penaeus vannamei.,"Wang T, Li S, Yu Y, Li F.",,2025,10.1186/s12864-025-11236-2,39881223,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Crustacean Protein Kinases A and C: Bioinformatic Characterization in Decapods and Other Non-Model Organisms.,"Head TB, Pérez-Moreno JL, Antizzo LE, Durica DS, Mykles DL.",,2025,10.3390/ijms262110585,41226621,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
An Integrated Transcriptomic and Proteomic Approach Uncovers the Molecular Mechanisms of Hypoosmotic Adaptation in &lt;i&gt;Scylla paramamosain&lt;/i&gt; Megalopa.,"Qiao N, Liu Z, Li Y, Zhang F, Ma C, Wang X, Xu J, Ma L, Ma K, Wang W.",,2025,10.3390/ijms26189188,41009750,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
The effect of thermal stress on the X-organ/sinus gland proteome of the estuarine blue crab Callinectes sapidus during the intermolt and premolt stages.,"Lacerda JT, David DD, Castrucci AML.",,2025,10.1016/j.jprot.2025.105382,39800185,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Key Neuropeptides Regulating Molting in Pacific White Shrimp (<i>Penaeus vannamei</i>): Insights from Transcriptomic Analysis.,"Li X, Li Y, Li Z, Chen H.",,2025,10.3390/ani15040540,40003023,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Allatostatin-C signaling in the crab Carcinus maenas is implicated in the ecdysis program.,"Hoppes JL, Wilcockson DC, Webster SG.",,2025,10.1242/jeb.249929,39865907,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Spatially Mapping Neuropeptide Isomers via MALDI Trapped Ion Mobility MS Imaging.,"Okyem S, Trinklein TJ, Rubakhin SS, Sweedler JV.",,2025,10.1021/acs.analchem.5c04297,41099662,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Hemolymph microbiota and host immunity of crustaceans and mollusks.,"Rathour R, Ma Y, Xiong J, Wang XW, Petersen J, Zhang X.",,2025,10.1093/ismejo/wraf133,40580061,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Air-Exposure- and Reoxygenation-Stimulated Expressions of Caspase-3 and Induction of Apoptosis in the Central Nervous System of the Crab Erimacrus isenbeckii.,"Kotsyuba E, Dyachuk V.",,2025,10.3390/cells14110827,40498002,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Gender-specific function of melatonin receptor (MTRI) in gonads of red swamp crayfish, Procambarus clarkii.","Hu M, Wang L, Zhu Q, Guan T, Wang Y, Cai L, Wang H, Li J.",,2025,10.1038/s41598-025-25664-3,41353401,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Upregulation of olfactory-related neuropeptide transcripts in male Macrobrachium rosenbergii in correlation to pheromone perception from molting females.,"Kruangkum T, Jaiboon K, Vanichviriyakit R, Sobhon P, Chotwiwatthanakun C.",,2025,10.1016/j.cbpa.2025.111812,39805527,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Different light colors have different effects on the growth, digestion, non-specific immunity, and ovarian maturation of female Exopalaemon carinicauda","Lai X, Guo X, Wu C, Shen S, Gao H.",,2025,10.1007/s10499-024-01819-3,,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Evolutionary dynamics of the arthropod moulting machinery,"Campli G, Joye S, Volovych O, Novikov A, Chipman AD, Robinson-Rechavi M, Waterhouse RM.",,2025,10.64898/2025.12.24.696370,,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Genome-Wide Association Study for Weight-Related Traits in &lt;i&gt;Scylla paramamosain&lt;/i&gt; Using Whole-Genome Resequencing.,"Chen L, Zhang Y, Jia P, Zhou S, Qin Q, Zhang W, Huang K, Wang X, Ye H.",,2025,10.3390/ani15131829,40646730,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Insulin-like androgenic gland factor regulates the development of internal and external secondary sexual characteristics in juvenile male kuruma prawn  <i>Marsupenaeus japonicus</i>,"Furukawa T, Yamane F, Takeuchi R, Ohira T, Toyota K, Miyazaki T, Tsutsui N.",,2025,10.1101/2025.05.29.656773,,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Effects of Methyl Farnesoate on the Growth and Antioxidant Capacity of &lt;i&gt;Neocaridina denticulata&lt;/i&gt;.,"Chen Y, Sun X, Du J, Hu J, Bao Z, Qu Z.",,2025,10.3390/antiox14060635,40563269,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Inducing bursicon expression using 20-hydroxyecdysone (20E) increased immune response in Macrobrachium rosenbergii against Aeromonas hydrophila.,"Pudgerd A, Saedan S, Kruangkum T, Sritunyalucksana K, Sanpa S, Somnet S, Vanichviriyakit R, Chotwiwatthanakun C.",,2025,10.1242/bio.061773,40667655,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Two neuropeptide signaling pathways regulate post-mating refractoriness and reproductive system in male crickets.,"Zhu Z, Nagata S.",,2025,10.1038/s42003-025-08219-0,40500289,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Hypoxia-inducible factor-1 alpha modulates muscle growth and the molting process through its regulation of glycolysis in Neocaridina davidi.,"Li R, Hu L, Zhou R, Zhou J, Yang J, Wang M, Sun J.",,2025,10.1016/j.jbc.2025.110298,40441532,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Molecular mimicry: ecology, evolution, and applications of doppelgänger peptides.","Koch TL, Robinson SD, Safavi-Hemami H.",,2025,10.1016/j.tibs.2025.06.011,40675901,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Feeding state-specific hormonal tuning of neural circuit modulation.,"Fickling LJ, Cook AP, Wu W, Ibarra AE, Li L, Nusbaum MP.",,2025,10.1152/jn.00164.2025,40658597,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Review of the effects of two major plastic compounds in arthropods: a call for increased interdisciplinarity and further studies at the population level.,"Aviles A, Siaussat D.",,2025,10.1007/s11356-025-36773-x,40991124,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"Developmental Regulation of Corazonin, Eclosion Hormone, and Bursicon Messages and RNAi Suppression of Corazonin in Adult, Female American Dog Ticks, &lt;i&gt;Dermacentor variabilis&lt;/i&gt;.","Dhammi A, Bissinger B, Ponnusamy L, Sonenshine DE, Roe RM.",,2025,10.3390/insects16040343,40332824,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
Transcriptome profile of early matured Macrobrachium rosenbergii (Giant Freshwater Prawn) from Taiwan.,"Das SP, Lin YR, Wu YS, Liu CH, Hu YF, Nan FH.",,2025,10.1038/s41597-025-05206-2,40461510,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
How Single-Cell Transcriptomics of Hydractinia Is Informing the Evolution of Cnidarian Sensory Systems.,"Schnitzler CE, Song J, de Jong D.",,2025,10.1093/icb/icaf090,40504553,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
"&lt;i&gt;LvSlc12A2&lt;/i&gt; Is a Negative Growth Regulator in Whiteleg Shrimp, &lt;i&gt;Litopenaeus vannamei&lt;/i&gt;.","Niu P, Jiang S, Liu M, Chen S, Kong J, Luan S, Meng X, Xing Q, Zeng Q, Luo K, Gao H.",,2025,10.3390/ani15172467,40941261,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
The Silkworm (&lt;i&gt;Bombyx mori&lt;/i&gt;) Neuropeptide Orcokinin's Efficiency in Whitening and Skincare.,"Wang P, Xiao X, Yang Y, Liang G, Lu S, Tang L, Huang H, He J, Tong X.",,2025,10.3390/ijms26030961,39940730,"(neuropeptide OR neuropeptidome OR peptidome OR ""peptide hormone"" OR allatostatin OR RFamide OR orcokinin OR ""crustacean cardioactive peptide"" OR ""crustacean hyperglycemic hormone"") AND (crustacean OR decapod OR crab OR lobster OR crayfish OR shrimp OR Crustacea) AND (FIRST_PDATE:[2025-01-01 TO 3000-12-31])"
